id,organisation,records_lost,month,year,sector,method,data_sensitivity,story,source_name,city,country,latitude,longitude,coordinates,dSens_desc,date
256,Japan Airlines,750000,Sep,2014,transport,hacked,2,"Japan Airlines confirmed the possible theft of information from up to 750,000 frequent-flier programme members, including names, birth dates, addresses and places of work.","WSJ, Japan Airlines",Tokyo,Japan,35.682839,139.759455,"[35.682839, 139.759455]",SSN/Personal details,2014-09-01
257,Staples,1160000,Dec,2014,retail,hacked,3,"Point of sale systems were infected with malware. Thieves may have used it to steal customer names, payment card numbers, expiration dates and card verification codes.",Fortune,Framingham,USA,42.2793,-71.4162,"[42.2793, -71.4162]",Credit card information,2014-12-01
258,GMail,5000000,Sep,2014,web,hacked,1,Account details and passwords were posted on a Russian Bitcoin forum. Close inspection revealed the user details to be old (3+ years). Gmail itself was not hacked.,The Next Web,Mountain View,USA,37.3861,-122.0839,"[37.3861, -122.0839]",Just email address/online information,2014-09-01
259,Home Depot,56000000,Sep,2014,retail,hacked,3,"Malware installed on cash register systems at 2,200 stores syphoned credit card details of up to 56 million customers, which were then sold online.",Krebs on Security,Atlanta,USA,33.749,-84.388,"[33.749, -84.388]",Credit card information,2014-09-01
260,Korea Credit Bureau,20000000,Jan,2014,financial,inside job,5,An employee was accused of of stealing data from customers of three credit card firms while working as a temporary consultant.,Security Week,Seoul,South Korea,37.5665,126.978,"[37.5665, 126.978]",Full details,2014-01-01
261,Dominios Pizzas (France),600000,Jun,2014,retail,hacked,1,"Hackers demanded a ransom of €30,000 (£24,000) from Domino's Pizza after stealing personal data on more than 600,000 of its French and Belgian customers.",The Guardian,Paris,France,48.8566,2.3522,"[48.8566, 2.3522]",Just email address/online information,2014-06-01
262,Mozilla,76000,Aug,2014,web,poor security,2,"After the failure of a ""data sanitation"" process, Mozilla’s developer community was alerted to an accidental leak of email addresses and encrypted passwords.",The Guardian,Mountain View,USA,37.3861,-122.0839,"[37.3861, -122.0839]",SSN/Personal details,2014-08-01
264,"Affinity Health Plan, Inc.",344579,Aug,2013,health,lost device,4,"A rented photocopier used to copy health records did not have its hard-drive wiped before its return, exposing personal data.",Proskauer,New York City,USA,40.7128,-74.006,"[40.7128, -74.006]",Health & other personal records,2013-08-01
265,Citigroup,150000,Jul,2013,financial,accident,2,The bank failed to redact court records before they were placed on a publicly accessible system. The personal information of customers entering bankruptcy between 2007-2011 was exposed.,Softpedia,New York City,USA,40.7128,-74.006,"[40.7128, -74.006]",SSN/Personal details,2013-07-01
339,Citigroup,210000,Jun,2011,financial,hacked,3,A breach of the bank's online web portal compromised the information of around 1% of Citbank card holders.,PC World,New York City,USA,40.7128,-74.006,"[40.7128, -74.006]",Credit card information,2011-06-01
415,Citigroup,3900000,Jun,2005,financial,lost device,3,A box of computer tapes containing information on 3.9 million customers was lost in transit to a credit reporting agency.,NY Times,New York City,USA,40.7128,-74.006,"[40.7128, -74.006]",Credit card information,2005-06-01
266,Tianya,40000000,Jul,2013,web,hacked,1,China's biggest online forum confirmed that private information for 40 million users had been breached back in 2011.,"Computer World, Hacker News",Hainan,China,19.5664,109.9487,"[19.5664, 109.9487]",Just email address/online information,2013-07-01
267,Scribd,500000,Apr,2013,web,hacked,1,"A website billing itself as the ""world's largest online library"" was hacked. 1% of its users had passwords compromised.","Naked Security, NBC News",San Francisco,USA,37.7749,-122.4194,"[37.7749, -122.4194]",Just email address/online information,2013-04-01
268,Living Social,50000000,Apr,2013,web,hacked,1,"Hackers gained access to  names, e-mail addresses, dates of birth & encrypted passwords for 50 million users of an online offers site part-owned by Amazon.","Naked Security, New York Times",Washington,USA,38.8951,-77.0369,"[38.8951, -77.0369]",Just email address/online information,2013-04-01
270,SnapChat,4600000,Jan,2013,web,hacked,2,"Hackers abused an exploit to siphon off usernames and phone numbers, which were then posted online.",BBC News,Santa Monica,USA,34.0194,-118.4912,"[34.0194, -118.4912]",SSN/Personal details,2013-01-01
271,University of Delaware,74000,Aug,2013,academic,hacked,2,Confidential personal information on past and current employees of the University of Delaware was stolen when a software vulnerability was exploited.,University of Delaware,Newark,USA,40.7357,-74.1724,"[40.7357, -74.1724]",SSN/Personal details,2013-08-01
272,Central Hudson Gas & Electric,110000,Feb,2013,misc,hacked,3,Customer banking information and other personal information may have been accessed when systems belonging to the energy supplier were hacked.,eSecurity Planet,Poughkeepsie,USA,41.7004,-73.921,"[41.7004, -73.921]",Credit card information,2013-02-01
274,"Crescent Health Inc., Walgreens",100000,Feb,2013,health,lost device,4,"A stolen laptop exposed private data including names, social security numbers, health insurance information, birth dates, diagnoses and other medical information.",Healthcare IT News,Deerfield,USA,42.1711,-87.8445,"[42.1711, -87.8445]",Health & other personal records,2013-02-01
275,Florida Department of Juvenile Justice,100000,Jan,2013,government,lost device,2,"The theft of a mobile device containing youth and employment records exposed 100,000 young people to potential identity theft.",Data Breaches,Tallahassee,USA,30.4383,-84.2807,"[30.4383, -84.2807]",SSN/Personal details,2013-01-01
276,Advocate Medical Group,4000000,Aug,2013,health,lost device,2,"Four unencrypted computers were stolen from an office belonging to the healthcare provider. 4,000,000 patient names, addresses, dates of birth and Social Security numbers were exposed.",Health IT Security,Downers Grove,USA,41.8089,-88.0112,"[41.8089, -88.0112]",SSN/Personal details,2013-08-01
277,OVH,200000,Jul,2013,web,hacked,2,"A hacker gained access to an email account, from where they were able to compromise the firm's internal systems. The European customer database was exposed.",OVH,Roubaix,France,50.6942,3.1746,"[50.6942, 3.1746]",SSN/Personal details,2013-07-01
278,Apple,275000,Jul,2013,tech,hacked,1,"Apple's developer portal was hacked. ""Some"" information about 275,000 3rd-party developers was potentially stolen.",The Guardian,Cupertino,USA,37.323,-122.0322,"[37.323, -122.0322]",Just email address/online information,2013-07-01
279,NASDAQ,500000,Jul,2013,financial,hacked,1,"Cybercriminals targeted the Nasdaq online forum, stealing email addresses and passwords.",Reuters,New York City,USA,40.7128,-74.006,"[40.7128, -74.006]",Just email address/online information,2013-07-01
280,UbiSoft,58000000,Jul,2013,gaming,hacked,2,"The video games publisher revealed that user names, email addresses and encrypted passwords had been ""illegally accessed"".",BBC News,Montreuil,France,48.8632,2.4485,"[48.8632, 2.4485]",SSN/Personal details,2013-07-01
281,Ubuntu,2000000,Jul,2013,tech,hacked,3,"The discussion forum for the operating system was hacked, exposing personal details and weakly-hashed passwords.",Ars Technica,London,United Kingdom,51.5074,-0.1278,"[51.5074, -0.1278]",Credit card information,2013-07-01
283,National Security Agency,1500000,Jun,2013,government,inside job,5,"Edward Snowden, an intelligence contractor in Hawaii, downloaded up to 1.5 million files. He then flew to Hong Kong to meet journalists Glenn Greenwald and Laura Poitras before fleeing to Moscow. ",Business Insider,Fort Meade,USA,39.1096,-76.7446,"[39.1096, -76.7446]",Full details,2013-06-01
285,Evernote,50000000,Mar,2013,web,hacked,1,"Evernote asked all its users to reset their passwords, following the discovery of unauthorised access of personal details.","Wired, Digital Trends",Redwood City,USA,37.4852,-122.2364,"[37.4852, -122.2364]",Just email address/online information,2013-03-01
286,Kirkwood Community College,125000,Apr,2013,academic,hacked,2,"Hackers accessed data relating to applications made between February 2006 and March 2013, including names, birth dates, race, contact information and Social Security numbers.",eSecurity Planet,Cedar Rapids,USA,41.9779,-91.6656,"[41.9779, -91.6656]",SSN/Personal details,2013-04-01
287,Yahoo Japan,22000000,May,2013,tech,hacked,1,22 million Yahoo user IDs may have been leaked after Yahoo detected an unauthorized attempt to access the administrative system of its Yahoo Japan portal.,Reuters,Tokyo,Japan,35.682839,139.759455,"[35.682839, 139.759455]",Just email address/online information,2013-05-01
288,Drupal,1000000,May,2013,web,hacked,1,"Malicious files were placed on the servers of the content management platform. They exposed usernames, e-mail addresses and cryptographically hashed passwords.",Ars Technica,Portland,USA,45.5051,-122.675,"[45.5051, -122.675]",Just email address/online information,2013-05-01
289,TerraCom & YourTel,170000,May,2013,telecoms,accident,2,"Journalists discovered the personal data of over 170,000 customers on a publicly accessible server. Hilariously, the firms branded the journalists ""hackers"".","Boing Boing, Wired",Oklahoma City,USA,35.4634,-97.5151,"[35.4634, -97.5151]",SSN/Personal details,2013-05-01
293,Vodafone,2000000,Sep,2013,telecoms,inside job,3,"An IT contractor for the firm used his access to the telecom giant's system to steal customer details, including bank account numbers and sort codes.",Security Week,Newbury,United Kingdom,51.3989,-1.327,"[51.3989, -1.327]",Credit card information,2013-09-01
294,Adobe,38000000,Oct,2013,tech,hacked,3,"Hackers obtained access to a swathe of Adobe customer IDs, encrypted passwords & sensitive information including encrypted credit and debit card numbers. Plus source code.",Adobe,San Jose,USA,37.3541,-121.9552,"[37.3541, -121.9552]",Credit card information,2013-10-01
297,Target,70000000,Dec,2013,retail,hacked,3,Investigators believe that personal data was obtained via software installed on card-swiping machines at Target stores.,Huffington Post,Minneapolis,USA,44.9778,-93.265,"[44.9778, -93.265]",Credit card information,2013-12-01
298,China Software Developer Network,6000000,Mar,2012,web,hacked,1,A man surnamed Zeng was arrested on suspicion of leaking personal information belonging to users of the China Software Developer Network (CSDN).,ZDNet,Beijing,China,39.9042,116.4074,"[39.9042, 116.4074]",Just email address/online information,2012-03-01
299,Global Payments,1500000,Apr,2012,financial,hacked,3,"Hackers gained unauthorised access to systems of the payment processing firm, exposing over a million credit card numbers.",Washington Post,Atlanta,USA,33.749,-84.388,"[33.749, -84.388]",Credit card information,2012-04-01
300,South Carolina Government,228000,Apr,2012,health,inside job,4,A man was arrested for sending confidential information on Medicaid beneficiaries to his personal email address.,The State,Columbia,USA,34.0007,-81.0348,"[34.0007, -81.0348]",Health & other personal records,2012-04-01
302,California Department of Child Support Services,800000,Apr,2012,government,lost device,2,"California child support records were lost in transit during a ""disaster preparedness"" exercise.",Business Insider,Sacramento,USA,38.5816,-121.4944,"[38.5816, -121.4944]",SSN/Personal details,2012-04-01
303,Emory Healthcare,315000,Apr,2012,health,lost device,4,"The company 'misplaced' 10 backup discs containing sensitive patient information, including social security numbers. ",Emory,Atlanta,USA,33.749,-84.388,"[33.749, -84.388]",Health & other personal records,2012-04-01
304,Office of the Texas Attorney General,6500000,Apr,2012,government,accident,2,The office of Texas Attorney General Greg Abbott mistakenly gave attorneys access to a database containing millions of Social Security numbers.,Raw Story,Austin,USA,30.2672,-97.7431,"[30.2672, -97.7431]",SSN/Personal details,2012-04-01
306,Blizzard,14000000,Aug,2012,gaming,hacked,2,"Scrambled passwords, e-mail addresses, and personal security answers were stolen from Blizzard's internal network. Blizzard would not elaborate on the size of the hack (""millions""). ",Forbes,Irvine,USA,33.6846,-117.8265,"[33.6846, -117.8265]",SSN/Personal details,2012-08-01
307,New York State Electric & Gas,1800000,Jan,2012,misc,inside job,2,An employee from a software consulting firm was able to grant unauthorized access to the energy supplier's database.,Data Breaches,Binghamton,USA,42.0987,-75.918,"[42.0987, -75.918]",SSN/Personal details,2012-01-01
308,Memorial Healthcare System,102153,Apr,2012,health,lost device,2,"For more than a year, an employee of an affiliated physician’s office accessed patient information through a web portal: names, dates of birth and Social Security numbers.",Modern Healthcare,Hollywood,USA,34.0928,-118.3287,"[34.0928, -118.3287]",SSN/Personal details,2012-04-01
309,Zappos,24000000,Jan,2012,web,hacked,2,"The Amazon-owned e-commerce firm was the target of a cyber attack on its internal network, exposing names, e-mail addresses, phone numbers,addresses, and encrypted passwords.",Forbes,Las Vegas,USA,36.1699,-115.1398,"[36.1699, -115.1398]",SSN/Personal details,2012-01-01
311,KT Corp.,8700000,Jul,2012,telecoms,hacked,2,"Two suspects earned an estimated $877,000 by selling the contact information and plan details of 8.7 million subscribers to Korea's second largest mobile phone network.","Korea Times, CNet",Seoul,South Korea,37.5665,126.978,"[37.5665, 126.978]",SSN/Personal details,2012-07-01
313,Last.fm,43500000,Sep,2012,web,hacked,1,"Usernames, email addresses and other internal records, such as newsletter sign-ups and ad-related data, were stolen in a 2012 hack.",ZD Net,London,United Kingdom,51.5074,-0.1278,"[51.5074, -0.1278]",Just email address/online information,2012-09-01
314,"LinkedIn, eHarmony, Last.fm",8000000,Jun,2012,web,hacked,1,"Hacker 'dwdm' uploaded a file containing 6.5 million passwords to a Russian hacker forum. Soon after, another 1.5 million passwords were discovered in another file on the forum.",Cnet,Sunnyvale,USA,37.3688,-122.0363,"[37.3688, -122.0363]",Just email address/online information,2012-06-01
315,Gamigo,8000000,Jul,2012,web,hacked,1,"4 months after the gaming site Gamigo warned users about a hacker intrusion, more than 8 million usernames, emails & encrypted passwords from the site were published on the web.",Forbes,Hamburg,Germany,53.5511,9.9937,"[53.5511, 9.9937]",Just email address/online information,2012-07-01
318,Greek government,9000000,Nov,2012,government,hacked,2,A computer programmer was arrested in Greece for allegedly stealing the identity information of 83% of the country's population. The 35-year-old was suspected of trying to sell it on.,Wired,Athens,Greece,37.9838,23.7275,"[37.9838, 23.7275]",SSN/Personal details,2012-11-01
319,South Carolina State Dept. of Revenue,3600000,Oct,2012,government,hacked,1,A server containing social security numbers and credit card data was breached by an international hacker.,Information Week,Columbia,USA,34.0007,-81.0348,"[34.0007, -81.0348]",Just email address/online information,2012-10-01
320,Dropbox,68700000,Aug,2012,web,hacked,1,"User credentials were stolen in a 2012 hack, but the number affected only came to light four years later. Dropbox reset any passwords that had been unchanged since 2012.",The Telegraph,San Francisco,USA,37.7749,-122.4194,"[37.7749, -122.4194]",Just email address/online information,2012-08-01
321,New York City Health & Hospitals Corp.,1700000,Feb,2011,health,lost device,4,Computer backup tapes from the New York provider were stolen from a truck that was transporting them to a secure storage location. ,InfoRisk,New York City,USA,40.7128,-74.006,"[40.7128, -74.006]",Health & other personal records,2011-02-01
322,"Seacoast Radiology, PA",231400,Jan,2011,health,hacked,2,"Computer gamers hacked a server in search of more bandwidth to play Call of Duty. In the process they  gained access to personal records of more than 230,000 patients.",Fosters,New Hampshire,USA,43.1939,-71.5724,"[43.1939, -71.5724]",SSN/Personal details,2011-01-01
323,"South Shore Hospital, Massachusetts",800000,Sep,2011,health,lost device,5,"South Shore Hospital hired a contractor to destroy files no longer in use. The firm lost the shipment. It contained social security numbers, medical records and banking details.",Boston Globe,South Weymouth,USA,42.2209,-70.941,"[42.2209, -70.941]",Full details,2011-09-01
324,Betfair,2300000,May,2011,web,hacked,3,"Betfair waited 18 months to report the breach of their online gambling site, alarming banking institutions and security experts. The breach involved user names, addresses and account details.",FT,London,United Kingdom,51.5074,-0.1278,"[51.5074, -0.1278]",Credit card information,2011-05-01
325,"Ankle & foot Center of Tampa Bay, Inc.",156000,Jan,2011,health,hacked,4,"Names, social security numbers, date of birth, home addressees, account numbers, healthcare services and diagnostics were hacked.",Phi Privacy,Tampa,USA,27.9506,-82.4572,"[27.9506, -82.4572]",Health & other personal records,2011-01-01
326,Yale University,43000,Aug,2011,academic,accident,2,"The names and Social Security numbers of 43,000 people affiliated with the university were publicly viewable on Google for 10 months.",NBC News,New Haven,USA,41.3082,-72.9282,"[41.3082, -72.9282]",SSN/Personal details,2011-08-01
327,Morgan Stanley Smith Barney,34000,Jul,2011,financial,lost device,3,"Morgan Stanley mailed two CDRs containing sensitive data about investors to the New York State Department of Taxation and Finance. When it arrived at the relevant desk, the CDs were missing.",ABC News,New York City,USA,40.7128,-74.006,"[40.7128, -74.006]",Credit card information,2011-07-01
329,Epsilon,3000000,Apr,2011,web,hacked,1,"Names & email addresses of customers of Barclaycard US, Capital One, JP Morgan, Citigroup & other firms were stolen via a breach in an email system.  ",Guardian,Irving,USA,32.814,-96.9489,"[32.814, -96.9489]",Just email address/online information,2011-04-01
330,Sony PSN,77000000,Apr,2011,gaming,hacked,1,"Rounding off a thoroughly unhappy year for Sony, their third breach saw a breach of 76,000,000 Sony PSN and Qriocity user accounts. They were offline for 23 days.",Mashable,San Mateo,USA,37.5537,-122.2654,"[37.5537, -122.2654]",Just email address/online information,2011-04-01
332,University of Wisconsin - Milwaukee,73000,Aug,2011,academic,hacked,2,"A malware attack on a database server exposed the names and social security numbers of students and staff, past and present. ",ZDNet,Milwaukee,USA,43.0389,-87.9065,"[43.0389, -87.9065]",SSN/Personal details,2011-08-01
337,Bethesda Game Studios,200000,Jun,2011,gaming,hacked,1,"Hacking collective Lulzsec claimed to have stolen the account information of 200,000 users.",PC World,Rockville,USA,39.0834,-77.1558,"[39.0834, -77.1558]",Just email address/online information,2011-06-01
338,Sega,1290755,Jun,2011,gaming,hacked,2,"Information registered as part of the Sega Pass system was stolen, including names, birth dates, e-mail addresses and passwords.",ZDNet,Tokyo,Japan,35.682839,139.759455,"[35.682839, 139.759455]",SSN/Personal details,2011-06-01
342,Washington Post,1270000,Jul,2011,misc,hacked,2,"Unknown hackers broke into The Washington Post's jobs website, stealing user IDs and email addresses.",PC Mag,Washington,USA,38.8951,-77.0369,"[38.8951, -77.0369]",SSN/Personal details,2011-07-01
343,Health Net - IBM,1900000,Mar,2011,health,lost device,3,As many as nine server drives containing personal information of former and current employees went missing from an IBM data center in California.,IEEE Spectrum,Los Angeles,USA,34.0522,-118.2437,"[34.0522, -118.2437]",Credit card information,2011-03-01
344,Eisenhower Medical Center,514330,Apr,2011,health,lost device,4,"A computer stolen from the hospital contained patients' names, ages, dates of birth, medical record numbers and the last four digits of their social security numbers.",Data Breach Info,Rancho Mirage,USA,33.7385,-116.4084,"[33.7385, -116.4084]",Health & other personal records,2011-04-01
345,Spartanburg Regional Healthcare System,400000,May,2011,health,lost device,4,"A computer stolen from an employee's car contained a password-protected file with Social Security numbers as well as names, addresses, dates of birth and medical billing codes.",GoUpstate,Spartanburg,USA,34.9496,-81.932,"[34.9496, -81.932]",Health & other personal records,2011-05-01
346,NHS,8600000,Jun,2011,health,lost device,4,A laptop holding the unencrypted records of eight million patients went missing from an NHS store room and wasn't reported until 3 weeks later. ,Alphr,London,United Kingdom,51.5074,-0.1278,"[51.5074, -0.1278]",Health & other personal records,2011-06-01
348,Sony Online Entertainment,24600000,May,2011,gaming,hacked,3,"Hackers may have taken personal information from accounts in Austria, Germany, The Netherlands and Spain, including over 12,000 credit card accounts and 10,000 bank accounts.",Computer Weekly,San Diego,USA,32.7157,-117.1611,"[32.7157, -117.1611]",Credit card information,2011-05-01
349,Honda Canada,283000,May,2011,retail,hacked,2,"Names, addresses and vehicle identification numbers were taken from two of the firms' eCommerce websites, myHonda and myAcura",Guelph Mercury,Markham,Canada,43.8561,-79.337,"[43.8561, -79.337]",SSN/Personal details,2011-05-01
351,Oregon Department of Motor Vehicles,1000000,May,2011,government,hacked,2,"Detectives arrested Tim Nuss for accessing an old Oregon Department of Motor Vehicles database, including names, addresses, birth dates, gender and ages of people who registered.",Data Breaches,Salem,USA,44.9429,-123.0351,"[44.9429, -123.0351]",SSN/Personal details,2011-05-01
352,Steam,35000000,Nov,2011,web,hacked,3,"Attackers used login details from a forum hack to gain access to a database containing user names, encrypted passwords and credit card info, game purchases and billing addresses.",SC Mag,Bellevue,USA,47.6101,-122.2015,"[47.6101, -122.2015]",Credit card information,2011-11-01
353,Restaurant Depot,200000,Nov,2011,retail,hacked,3,Nov 2011. Cybercrooks presumed to be operating from Russia hacked into the Restaurant Depot database and accessed credit and debit card details.,NBC News,College Point,USA,40.7862,-73.8454,"[40.7862, -73.8454]",Credit card information,2011-11-01
354,Nexon Korea Corp,13200000,Nov,2011,web,hacked,2,Personal data of subscribers to the online game Maple Story was breached and subsequently leaked.,Reuters,Seoul,South Korea,37.5665,126.978,"[37.5665, 126.978]",SSN/Personal details,2011-11-01
355,Nemours Foundation,1600000,Oct,2011,health,lost device,4,"A Florida health care provider responsible for running children’s hospitals lost three data backup tapes, containing 10 years worth of information.",Law360,Jacksonville,USA,30.3322,-81.6557,"[30.3322, -81.6557]",Health & other personal records,2011-10-01
356,Sutter Medical Foundation,4243434,Nov,2011,health,lost device,2,"A stolen laptop contained a database with names, addresses, dates of birth, phone numbers, email addresses, medical record numbers and health insurance plans.",Trend Micro,Sacramento,USA,38.5816,-121.4944,"[38.5816, -121.4944]",SSN/Personal details,2011-11-01
358,"AvMed, Inc.",1220000,Feb,2010,health,lost device,2,"Two company laptops containing names, addresses, dates of birth, Social Security numbers and health-related information were stolen from an AvMed facility in Gainesville.",Hack Notice,Miami,USA,25.7617,-80.1918,"[25.7617, -80.1918]",SSN/Personal details,2010-02-01
359,Blue Cross Blue Shield of Tennessee,1023209,May,2010,health,lost device,2,A thief stole 57 unencrypted hard drives from the closet of a BlueCross call center in Chattanooga.,Data Breaches,Chattanooga,USA,35.0456,-85.3097,"[35.0456, -85.3097]",SSN/Personal details,2010-05-01
362,"Triple-S Salud, Inc.",398000,Nov,2010,health,lost device,4,"A competitor accessed restricted areas of the healthcare firm's website without authorisation, compromising client information.",Data Breaches,San Juan,Puerto Rico,18.4655,-66.1057,"[18.4655, -66.1057]",Health & other personal records,2010-11-01
363,Ohio State University,760000,Dec,2010,academic,hacked,2,"The breach affected current and former students. It cost the university $4m in expenses related to investigative consulting, breach notification and credit security. ",The Lantern,Columbus,USA,39.9612,-82.9988,"[39.9612, -82.9988]",SSN/Personal details,2010-12-01
364,"Emergency Healthcare Physicians, Ltd.",180111,May,2010,health,lost device,4,"A stolen portable hard drive contained records from 2003 to 2006, including patient names, addressees, phone numbers, birth dates and Social Security numbers.",Healthcare Info Security,Lafayette,USA,30.2241,-92.0198,"[30.2241, -92.0198]",Health & other personal records,2010-05-01
366,AT&T,114000,Jun,2010,telecoms,hacked,1,"Details of iPad 3G users, thought to include those of White House chief of staff Rahm Emanuel, was stolen from the AT&T website.",Guardian,Dallas,USA,32.7767,-96.797,"[32.7767, -96.797]",Just email address/online information,2010-06-01
389,AT&T,113000,Jun,2008,telecoms,lost device,1,A laptop containing unencrypted Social Security numbers and bonus/salary info of AT&T employees was stolen from a car.,NetworkWorld,Dallas,USA,32.7767,-96.797,"[32.7767, -96.797]",Just email address/online information,2008-06-01
367,Lincoln Medical & Mental Health Center,130495,Jun,2010,health,lost device,4,Protected health information was exposed after seven CDs were lost in transit with FedEx.,Alert Boot,Bronx,USA,40.8448,-73.8648,"[40.8448, -73.8648]",Health & other personal records,2010-06-01
368,Educational Credit Management Corp,3300000,Mar,2010,financial,lost device,2,A contractor for the US Department of Education stole a device containing student loan records. The breach affected as many as 5% of all the country's federal student loan borrowers.,Wall Street Journal,Minneapolis,USA,44.9778,-93.265,"[44.9778, -93.265]",SSN/Personal details,2010-03-01
369,US Federal Reserve Bank of Cleveland,400000,Nov,2010,financial,hacked,3,"Nov 2010. A Malaysian man was charged with hacking into major US corporations and stealing 400,000 credit and debit card account numbers.",Bank Info Security,Cleveland,USA,41.4993,-81.6944,"[41.4993, -81.6944]",Credit card information,2010-11-01
371,Heartland,130000000,Jan,2009,financial,hacked,3,"Keylogging malware caused a massive data breach. Heartland eventually paid more than $110 million to Visa, MasterCard, American Express and other card associations to settle claims.",Dark Reading,Princeton,USA,40.3573,-74.6672,"[40.3573, -74.6672]",Credit card information,2009-01-01
373,RockYou!,32000000,Dec,2009,web,hacked,1,The site did not allow users to use special characters or punctuation in their passwords and e-mailed user passwords in plain text. Hackers took advantage of these security lapses.,Tech Crunch,San Francisco,USA,37.7749,-122.4194,"[37.7749, -122.4194]",Just email address/online information,2009-12-01
374,CheckFree Corporation,5000000,Jan,2009,financial,hacked,1,Criminals took control of the payment service's domains. They redirected traffic to a Ukrainian Web server that used malware to install a password-stealing program on the victim's computer.,Computer World,Norcross,USA,33.9412,-84.2135,"[33.9412, -84.2135]",Just email address/online information,2009-01-01
375,Network Solutions,573000,Jul,2009,web,hacked,3,A large-scale infection of e-commerce sites with malicious code led to the compromise of thousands of debit and credit cards.,Washington Post,Jacksonville,USA,30.3322,-81.6557,"[30.3322, -81.6557]",Credit card information,2009-07-01
376,Virginia Prescription Monitoring Program,531400,May,2009,health,hacked,2,A prescriptions website with a database containing 8m patient records and 35m prescription records was hacked. The hacker demanded a $10 million ransom for the breach.,Digital Health,Richmond,USA,37.5407,-77.436,"[37.5407, -77.436]",SSN/Personal details,2009-05-01
377,University of California Berkeley,160000,May,2009,academic,hacked,3,The attackers accessed a computer belonging to the university's health centre. The personal information of current students and alumni was stolen.,Cnet,Berkeley,USA,37.8715,-122.273,"[37.8715, -122.273]",Credit card information,2009-05-01
380,Compass Bank,1000000,Mar,2008,financial,inside job,3,"A former employee stole a hard drive containing 1m account details between May & July 2007, then used it to defraud cutomers of nearly $32,000.",Computer Weekly,Birmingham,USA,33.5207,-86.8025,"[33.5207, -86.8025]",Credit card information,2008-03-01
381,Hannaford Brothers Supermarket Chain,4200000,Mar,2008,retail,hacked,3,An estimated 4.2 million credit and debit card numbers were stolen when payment data was intercepted by hackers.,NetworkWorld,Scarborough,USA,43.6777,-70.3573,"[43.6777, -70.3573]",Credit card information,2008-03-01
382,University of Miami,2100000,Apr,2008,academic,lost device,3,Six backup tapes from the medical school containing more than 2 million medical records were stolen from a van that was transporting the data to an off-site facility.,Identity Theft,Coral Gables,USA,25.7215,-80.2684,"[25.7215, -80.2684]",Credit card information,2008-04-01
383,BNY Mellon Shareowner Services,4500000,May,2008,financial,lost device,1,An archiving vendor lost a box full of data storage tapes containing sensitive information.,Reuters,New York City,USA,40.7128,-74.006,"[40.7128, -74.006]",Just email address/online information,2008-05-01
384,Countrywide Financial Corp,2500000,Aug,2008,financial,inside job,2,A senior financial analyst was sentenced to eight months in prison after pleading guilty to downloading millions of borrower files onto thumb drives & selling the information.,LATimes,Calabasas,USA,34.1367,-118.6615,"[34.1367, -118.6615]",SSN/Personal details,2008-08-01
385,UK Home Office,84000,Aug,2008,government,lost device,2,"PA Consulting lost an unencrypted memory stick containing details of high risk, prolific and other offenders. It had its contract terminated after an enquiry.",Wikipedia,London,United Kingdom,51.5074,-0.1278,"[51.5074, -0.1278]",SSN/Personal details,2008-08-01
386,RBS Worldpay,1500000,Dec,2008,financial,hacked,5,A hack compromised RBS Worldpay prepay and gift cards. Actual fraud has been committed on approximately 100 cards. The personal information of over 1m people was exposed.,The Register,Atlanta,USA,33.749,-84.388,"[33.749, -84.388]",Full details,2008-12-01
387,Auction.co.kr,18000000,Feb,2008,web,hacked,3,South Korea’s largest online shopping site was attacked by a Chinese hacker who made off with user information and a large amount of financial data.,Dark Reading,Seoul,South Korea,37.5665,126.978,"[37.5665, 126.978]",Credit card information,2008-02-01
388,GS Caltex,11100000,Sep,2008,misc,inside job,2,Two multimedia discs containing personal data of Korean customers was found by an office worker in a trash pile in Seoul. Likely to have been stolen by an employee.,The Dong-a Ilbo,Seoul,South Korea,37.5665,126.978,"[37.5665, 126.978]",SSN/Personal details,2008-09-01
390,Stanford University,72000,Jun,2008,academic,lost device,2,A laptop containing information on tens of thousands of past and current Stanford University employees was stolen.,SFGate,Stanford,USA,37.4241,-122.1661,"[37.4241, -122.1661]",SSN/Personal details,2008-06-01
391,University of Utah Hospitals & Clinics,2200000,Jun,2008,academic,lost device,4,Petty thieves stole backup data tapes containing billing records from an employee's car. According to police reports the thieves tried - and failed - to view the tapes using a VHS player.,Salt Lake Tribune,Salt Lake City,USA,40.7608,-111.891,"[40.7608, -111.891]",Health & other personal records,2008-06-01
392,Chile Ministry Of Education,6000000,May,2008,government,hacked,1,A computer hacker in Chile published confidential records belonging to six million people to illustrate the weakness of government security. ,BBC News,Santiago,Chile,-33.4489,-70.6693,"[-33.4489, -70.6693]",Just email address/online information,2008-05-01
393,Texas Lottery,89000,Nov,2008,government,inside job,2,"Data on more than 89,000 lottery winners (including names, Social Security numbers, addresses and prize amounts) were taken from the agency without permission by a former employee.",Houston Chronicle,Austin,USA,30.2672,-97.7431,"[30.2672, -97.7431]",SSN/Personal details,2008-11-01
